RainTomorrow,MaxTemp,Humidity3pm
No,18.1,51.0
No,31.0,25.0
No,30.0,46.0
No,21.2,49.0
No,18.5,49.0
No,34.1,43.0
No,13.5,50.0
No,14.6,50.0
No,22.1,74.0
Yes,14.2,78.0
No,24.5,67.0
No,32.1,58.0
Yes,27.9,81.0
No,32.8,59.0
Yes,25.6,58.0
Yes,29.0,66.0
No,13.5,74.0
Yes,26.3,77.0
No,34.0,74.0
No,33.7,29.0
No,29.5,52.0
No,21.2,38.0
No,14.3,46.0
No,16.7,59.0
Yes,17.1,71.0
Yes,16.2,61.0
No,15.8,50.0
No,34.8,10.0
Yes,16.6,62.0
Yes,14.4,79.0
No,20.8,52.0
No,21.9,36.0
No,14.1,67.0
No,26.7,75.0
No,33.3,43.0
No,18.9,49.0
No,18.8,88.0
No,38.4,11.0
No,25.8,29.0
No,23.2,59.0
No,24.1,49.0
No,14.9,52.0
Yes,18.6,90.0
No,27.2,44.0
No,17.5,53.0
No,27.4,61.0
No,19.4,74.0
No,29.7,28.0
No,24.4,18.0
No,29.0,58.0
No,16.4,28.0
No,19.9,57.0
No,28.6,63.0
Yes,19.8,57.0
No,25.3,67.0
No,23.5,75.0
No,17.5,69.0
No,37.2,23.0
No,15.4,34.0
No,19.7,50.0
Yes,21.1,95.0
No,28.5,14.0
No,12.1,62.0
No,24.2,61.0
No,19.7,27.0
Yes,11.6,94.0
No,33.3,40.0
Yes,22.7,59.0
Yes,12.6,44.0
No,22.3,29.0
No,26.0,39.0
No,17.0,61.0
No,35.2,23.0
No,20.2,47.0
Yes,23.5,96.0
No,41.8,10.0
No,34.5,23.0
Yes,28.5,60.0
Yes,15.3,57.0
No,29.6,39.0
Yes,38.6,20.0
No,31.6,40.0
No,20.4,52.0
No,14.1,70.0
No,16.2,37.0
No,16.8,51.0
No,24.7,42.0
Yes,12.5,88.0
Yes,16.8,56.0
No,28.8,47.0
No,46.7,8.0
Yes,18.8,92.0
No,19.4,62.0
No,25.3,31.0
Yes,30.3,98.0
No,24.8,44.0
No,28.4,26.0
No,19.1,32.0
Yes,17.8,42.0
No,20.3,22.0
No,17.5,51.0
Yes,12.4,90.0
No,26.5,36.0
No,28.2,66.0
No,30.1,29.0
No,17.8,57.0
Yes,23.9,94.0
No,21.8,27.0
No,18.4,65.0
No,28.3,40.0
No,17.1,61.0
No,17.9,65.0
No,19.7,43.0
No,19.6,61.0
Yes,15.7,68.0
No,14.6,52.0
Yes,10.8,70.0
No,36.6,12.0
No,27.6,61.0
Yes,20.0,72.0
No,32.7,51.0
No,26.4,47.0
No,16.8,35.0
No,17.6,59.0
No,23.1,13.0
No,25.2,72.0
No,29.9,68.0
Yes,22.5,39.0
Yes,19.4,60.0
No,23.0,52.0
Yes,21.3,64.0
No,37.7,46.0
Yes,28.9,53.0
No,26.1,9.0
No,24.6,29.0
No,18.4,59.0
No,24.6,35.0
No,13.1,62.0
Yes,13.0,86.0
No,31.5,27.0
No,24.2,23.0
No,15.9,28.0
No,27.3,59.0
No,20.4,39.0
Yes,25.5,100.0
No,34.2,8.0
Yes,25.5,51.0
Yes,17.4,72.0
No,39.6,21.0
No,22.0,67.0
No,30.3,42.0
Yes,15.4,82.0
No,37.0,23.0
No,15.5,62.0
No,15.3,73.0
No,32.2,63.0
Yes,19.0,78.0
No,34.5,9.0
No,17.0,62.0
No,16.4,67.0
No,30.5,59.0
No,27.7,51.0
Yes,33.6,59.0
No,16.8,35.0
Yes,20.5,43.0
No,11.9,76.0
No,39.2,16.0
No,20.6,41.0
No,27.3,24.0
No,22.8,26.0
No,25.5,54.0
Yes,14.7,63.0
No,19.0,50.0
No,23.4,39.0
No,19.4,58.0
Yes,18.2,74.0
No,21.0,42.0
No,16.6,45.0
No,33.0,9.0
No,20.0,53.0
No,17.8,58.0
No,26.2,31.0
No,34.6,34.0
No,21.4,29.0
No,21.6,34.0
No,21.4,56.0
No,14.0,63.0
No,28.9,46.0
No,30.2,41.0
No,18.4,30.0
Yes,37.1,30.0
No,16.8,42.0
No,20.0,54.0
No,15.0,63.0
No,26.8,25.0
No,24.6,68.0
No,20.4,29.0
No,20.2,48.0
No,26.1,59.0
No,32.7,46.0
No,24.0,42.0
Yes,30.5,56.0
Yes,26.9,36.0
Yes,12.6,52.0
No,29.1,12.0
No,30.8,15.0
No,25.4,70.0
No,31.3,36.0
Yes,27.7,63.0
No,28.7,29.0
Yes,25.0,82.0
No,19.3,61.0
No,40.6,16.0
Yes,15.6,82.0
No,41.3,19.0
No,36.7,12.0
No,18.5,78.0
Yes,14.0,70.0
Yes,25.0,93.0
No,39.1,13.0
No,17.4,52.0
Yes,22.9,46.0
No,25.7,31.0
No,19.5,70.0
Yes,25.3,90.0
No,25.6,56.0
Yes,14.7,63.0
No,15.0,57.0
No,29.2,48.0
No,27.2,18.0
No,18.4,39.0
No,22.1,25.0
Yes,26.8,70.0
No,35.7,31.0
No,19.0,54.0
No,16.5,46.0
No,27.7,73.0
Yes,17.6,61.0
Yes,22.4,60.0
Yes,31.1,66.0
No,27.4,41.0
No,15.4,43.0
No,25.5,58.0
No,27.9,64.0
No,28.0,41.0
No,37.4,12.0
No,34.2,25.0
Yes,21.6,52.0
Yes,18.7,60.0
No,21.9,36.0
Yes,21.7,69.0
No,15.1,67.0
No,18.9,68.0
No,17.0,61.0
No,11.1,89.0
Yes,32.3,63.0
No,17.8,51.0
No,20.5,31.0
No,15.4,58.0
Yes,24.6,87.0
No,13.3,44.0
No,16.2,55.0
No,15.0,43.0
No,36.7,17.0
No,13.5,80.0
No,11.7,85.0
No,18.0,47.0
No,18.8,51.0
No,26.8,23.0
No,29.1,24.0
No,24.6,35.0
No,43.0,18.0
No,14.5,57.0
No,23.0,57.0
No,14.7,43.0
No,18.3,38.0
No,22.7,54.0
No,21.8,19.0
Yes,27.5,81.0
No,23.9,23.0
Yes,33.9,12.0
No,17.2,80.0
No,19.8,38.0
No,20.6,47.0
No,25.6,82.0
Yes,26.0,78.0
No,23.3,51.0
No,18.4,38.0
Yes,20.6,94.0
No,23.2,10.0
No,32.6,21.0
No,27.0,22.0
No,11.8,63.0
No,26.9,73.0
No,20.2,66.0
No,15.8,44.0
No,29.7,55.0
No,23.8,53.0
Yes,21.9,82.0
No,15.3,58.0
No,27.9,15.0
No,21.7,63.0
Yes,16.7,59.0
No,15.9,60.0
No,38.6,23.0
No,24.3,68.0
No,18.6,66.0
No,25.4,45.0
No,33.1,29.0
No,18.8,80.0
No,28.6,58.0
No,18.0,56.0
No,23.3,53.0
No,18.2,39.0
No,16.0,52.0
No,30.1,36.0
No,25.5,21.0
No,28.6,32.0
No,16.5,46.0
No,24.2,87.0
No,23.4,22.0
No,29.6,24.0
No,20.8,49.0
Yes,11.0,83.0
No,22.8,17.0
No,18.4,59.0
No,33.3,25.0
Yes,16.9,49.0
Yes,34.0,55.0
No,19.5,52.0
Yes,29.9,74.0
No,14.4,62.0
No,31.0,61.0
No,34.6,16.0
No,28.6,26.0
Yes,14.8,92.0
No,13.3,55.0
No,16.5,56.0
No,21.4,36.0
No,16.2,53.0
No,12.5,56.0
No,25.4,60.0
Yes,13.9,70.0
No,16.3,57.0
Yes,28.1,60.0
No,26.0,28.0
No,37.7,16.0
No,23.3,61.0
No,24.0,50.0
No,23.9,63.0
No,26.6,11.0
No,19.4,48.0
No,35.9,24.0
Yes,16.6,94.0
No,34.2,20.0
No,28.6,28.0
No,18.9,31.0
Yes,30.3,74.0
No,22.1,20.0
No,27.6,16.0
No,16.3,53.0
No,27.8,30.0
No,13.9,54.0
Yes,21.3,57.0
No,29.3,19.0
No,30.7,43.0
Yes,16.0,89.0
Yes,16.0,99.0
Yes,18.3,55.0
No,34.0,99.0
No,21.1,45.0
Yes,19.2,55.0
No,27.0,68.0
Yes,11.4,89.0
No,20.9,49.0
Yes,10.6,81.0
Yes,18.9,64.0
Yes,20.7,77.0
No,26.9,55.0
No,16.9,40.0
No,28.9,60.0
No,19.3,45.0
No,19.7,48.0
No,26.6,11.0
No,34.0,39.0
No,21.4,47.0
No,16.9,44.0
No,19.8,60.0
Yes,14.8,73.0
Yes,15.2,75.0
No,27.5,16.0
No,24.5,41.0
Yes,26.1,56.0
No,10.7,98.0
No,18.2,55.0
No,28.5,45.0
No,14.3,62.0
No,13.6,54.0
No,34.4,29.0
No,32.9,42.0
No,13.7,50.0
No,30.1,20.0
No,36.3,37.0
No,20.6,57.0
Yes,11.9,87.0
Yes,26.5,12.0
No,23.1,36.0
No,38.5,31.0
No,30.8,51.0
No,29.9,38.0
Yes,17.1,68.0
Yes,18.5,54.0
No,21.7,32.0
No,17.2,41.0
No,25.0,54.0
No,30.3,26.0
No,6.9,99.0
Yes,13.7,64.0
No,23.1,52.0
No,23.5,41.0
No,14.0,58.0
No,42.5,16.0
No,28.2,60.0
No,23.1,30.0
No,21.8,41.0
No,23.8,86.0
No,23.9,35.0
No,19.7,62.0
Yes,14.0,96.0
No,10.7,87.0
Yes,25.8,86.0
No,34.1,17.0
No,20.6,52.0
Yes,18.3,75.0
No,13.9,43.0
No,18.4,47.0
No,27.5,17.0
No,31.5,36.0
No,14.5,55.0
Yes,19.7,77.0
No,15.7,59.0
No,36.2,19.0
No,24.0,54.0
No,41.6,7.0
Yes,22.1,68.0
No,15.9,52.0
No,15.6,60.0
Yes,22.5,92.0
No,28.4,26.0
No,17.2,47.0
No,18.5,38.0
No,30.3,43.0
No,18.0,70.0
No,21.4,47.0
No,17.9,42.0
No,18.8,55.0
Yes,23.2,95.0
No,18.9,48.0
No,18.8,29.0
No,24.0,52.0
Yes,18.0,39.0
No,17.3,49.0
No,21.4,65.0
No,24.1,38.0
Yes,28.6,33.0
No,21.4,62.0
Yes,16.5,86.0
No,18.5,41.0
No,13.9,36.0
No,22.5,60.0
No,28.3,51.0
No,32.5,21.0
No,21.8,31.0
No,14.6,63.0
No,36.5,33.0
No,18.7,43.0
No,18.0,62.0
No,18.7,61.0
No,16.1,56.0
No,12.7,55.0
No,23.3,52.0
Yes,15.8,71.0
No,23.2,65.0
No,25.3,63.0
No,13.8,53.0
No,27.3,57.0
Yes,12.4,72.0
No,24.3,40.0
Yes,16.4,76.0
No,40.6,23.0
No,25.4,31.0
No,13.3,69.0
No,25.9,33.0
No,28.3,57.0
No,17.2,58.0
No,22.0,30.0
Yes,29.0,67.0
No,17.1,68.0
No,35.8,17.0
Yes,15.8,82.0
No,20.6,33.0
No,25.9,57.0
No,13.2,48.0
No,15.2,59.0
No,27.6,52.0
Yes,28.2,28.0
No,20.6,64.0
Yes,21.3,86.0
Yes,13.9,93.0
No,19.4,51.0
No,30.2,58.0
No,30.1,30.0
No,25.5,60.0
No,35.0,13.0
No,22.7,47.0
Yes,33.1,63.0
No,32.1,35.0
No,30.5,57.0
Yes,25.6,62.0
No,14.1,67.0
No,38.4,11.0
Yes,30.3,46.0
No,23.5,71.0
No,39.9,5.0
No,30.2,13.0
No,10.1,77.0
No,20.6,75.0
No,27.6,60.0
No,30.4,23.0
No,15.6,54.0
No,26.5,28.0
No,19.2,36.0
No,21.7,50.0
No,12.7,79.0
No,10.2,73.0
No,24.4,65.0
Yes,15.5,93.0
No,22.3,69.0
No,24.2,25.0
Yes,15.5,76.0
No,40.1,15.0
No,31.9,20.0
No,22.6,48.0
Yes,14.6,74.0
Yes,18.9,96.0
No,24.9,41.0
No,33.2,54.0
No,31.6,31.0
Yes,20.8,45.0
No,18.5,67.0
No,20.0,51.0
Yes,12.6,93.0
No,27.8,21.0
Yes,11.2,95.0
No,29.3,31.0
No,35.9,19.0
No,26.7,50.0
No,24.8,34.0
No,21.0,50.0
No,24.6,42.0
No,18.2,41.0
No,23.1,54.0
No,14.0,62.0
No,20.7,82.0
No,27.3,24.0
No,28.0,51.0
No,31.2,61.0
No,24.6,36.0
No,19.5,52.0
No,24.0,33.0
No,29.3,50.0
Yes,22.2,59.0
No,30.1,7.0
No,16.1,54.0
Yes,25.6,91.0
Yes,12.9,70.0
Yes,23.4,96.0
No,17.3,61.0
No,19.0,43.0
Yes,10.9,69.0
No,31.0,56.0
No,14.1,64.0
No,35.7,28.0
No,15.3,55.0
Yes,27.3,56.0
No,17.6,35.0
No,22.0,47.0
No,27.1,56.0
No,26.7,30.0
No,32.9,25.0
Yes,15.3,60.0
No,23.0,23.0
No,16.0,53.0
No,13.5,55.0
Yes,23.5,56.0
Yes,29.2,71.0
No,18.5,42.0
No,32.1,8.0
Yes,24.7,76.0
No,34.4,20.0
No,30.3,43.0
No,17.8,41.0
No,22.9,46.0
No,16.5,66.0
No,14.2,64.0
No,24.1,32.0
No,26.1,69.0
No,25.0,53.0
No,27.7,19.0
No,23.0,63.0
Yes,24.0,41.0
No,22.9,23.0
No,14.0,46.0
No,26.1,50.0
No,17.3,55.0
No,38.5,17.0
No,29.2,43.0
No,18.7,52.0
No,17.5,47.0
No,24.5,30.0
No,27.4,62.0
No,15.5,58.0
Yes,28.3,21.0
Yes,26.5,70.0
No,25.5,55.0
No,15.5,37.0
No,17.3,39.0
Yes,25.6,76.0
No,24.7,37.0
Yes,29.6,79.0
No,31.0,60.0
No,23.8,12.0
Yes,17.1,78.0
No,36.4,14.0
No,29.1,69.0
No,25.9,28.0
No,16.1,28.0
No,23.5,63.0
No,19.0,55.0
No,23.8,44.0
No,23.0,33.0
No,22.7,39.0
Yes,19.8,67.0
No,17.2,50.0
No,33.7,28.0
No,31.0,60.0
No,25.2,30.0
Yes,27.1,79.0
No,23.3,19.0
No,28.6,59.0
No,20.7,54.0
Yes,19.9,68.0
No,34.9,46.0
No,37.7,4.0
No,23.7,30.0
No,35.4,10.0
No,27.4,54.0
Yes,18.9,81.0
No,24.1,69.0
No,23.2,38.0
No,16.2,89.0
Yes,16.8,56.0
No,22.7,46.0
No,14.5,48.0
No,21.7,37.0
Yes,16.7,70.0
No,28.2,30.0
Yes,16.2,70.0
No,25.3,52.0
No,21.9,62.0
No,19.2,66.0
No,34.8,30.0
No,31.0,43.0
No,31.4,41.0
Yes,22.4,92.0
No,30.3,61.0
No,20.1,51.0
No,21.4,50.0
No,15.5,57.0
Yes,27.3,57.0
Yes,25.7,69.0
Yes,26.1,49.0
No,19.5,30.0
No,22.6,20.0
No,37.1,22.0
No,19.4,50.0
Yes,16.0,84.0
No,30.6,33.0
No,21.0,50.0
No,20.5,28.0
No,30.0,17.0
No,21.1,44.0
No,26.0,39.0
No,25.2,59.0
No,23.1,18.0
Yes,20.9,80.0
No,20.2,42.0
No,21.7,36.0
Yes,24.5,40.0
No,27.0,54.0
No,25.8,52.0
No,35.7,19.0
No,23.9,87.0
No,31.5,11.0
No,14.6,46.0
No,21.0,50.0
No,28.4,73.0
Yes,11.0,46.0
No,18.4,53.0
No,24.5,33.0
No,32.4,32.0
No,29.7,43.0
Yes,22.5,41.0
Yes,25.8,49.0
No,25.4,27.0
No,17.8,84.0
Yes,21.7,68.0
No,23.7,54.0
No,17.6,56.0
No,33.8,23.0
Yes,30.5,81.0
No,22.7,60.0
Yes,24.4,71.0
No,32.3,23.0
No,32.1,29.0
Yes,29.9,46.0
No,14.3,72.0
No,26.2,53.0
No,27.7,54.0
No,18.9,63.0
Yes,15.9,70.0
No,23.9,28.0
No,21.8,45.0
Yes,12.8,82.0
Yes,12.4,73.0
No,26.1,60.0
No,26.6,68.0
No,31.9,67.0
Yes,35.7,35.0
No,21.8,43.0
Yes,10.7,92.0
No,21.5,54.0
No,16.4,61.0
Yes,14.6,84.0
No,29.8,28.0
Yes,35.3,25.0
No,27.7,27.0
Yes,24.7,98.0
Yes,21.0,74.0
Yes,23.9,97.0
No,15.4,68.0
No,36.8,14.0
No,24.9,40.0
No,17.1,37.0
No,21.5,55.0
No,21.0,38.0
No,22.7,41.0
Yes,13.6,66.0
Yes,26.1,81.0
No,19.6,49.0
No,21.0,37.0
No,21.0,49.0
Yes,19.7,91.0
No,14.8,52.0
No,18.1,70.0
Yes,24.8,40.0
Yes,11.6,81.0
Yes,14.8,92.0
No,12.8,95.0
No,39.4,15.0
No,22.1,69.0
No,33.0,26.0
No,33.7,28.0
No,19.0,69.0
No,23.1,28.0
Yes,10.8,100.0
No,16.4,32.0
No,38.8,19.0
No,41.9,15.0
Yes,18.3,66.0
Yes,28.2,70.0
Yes,32.3,74.0
No,29.9,27.0
No,27.8,23.0
No,34.8,36.0
Yes,20.7,75.0
No,23.3,73.0
No,39.7,13.0
No,30.5,24.0
No,31.2,43.0
No,20.6,56.0
No,11.4,67.0
No,18.1,61.0
No,31.0,54.0
No,26.9,46.0
Yes,20.6,58.0
No,20.4,39.0
Yes,22.5,92.0
Yes,19.2,66.0
No,26.2,48.0
No,19.1,64.0
No,20.2,25.0
No,33.9,34.0
Yes,30.0,60.0
No,22.8,22.0
No,17.7,30.0
No,27.5,29.0
Yes,32.4,44.0
Yes,31.1,52.0
Yes,32.6,40.0
No,25.4,26.0
No,23.3,67.0
No,24.6,30.0
No,23.5,44.0
No,23.0,33.0
No,24.9,25.0
No,20.9,43.0
Yes,32.1,79.0
No,19.2,46.0
No,25.4,30.0
No,22.3,48.0
Yes,18.5,82.0
No,12.1,59.0
No,22.9,64.0
No,13.2,55.0
No,19.7,52.0
Yes,26.3,69.0
Yes,25.3,74.0
No,17.6,44.0
No,17.1,68.0
No,30.1,45.0
No,36.2,25.0
No,24.3,29.0
No,19.9,40.0
No,25.1,42.0
No,19.7,48.0
No,31.9,12.0
Yes,21.2,94.0
No,25.7,42.0
No,38.0,2.0
No,44.7,6.0
Yes,17.1,68.0
No,16.9,52.0
No,20.5,64.0
No,22.7,49.0
No,32.0,58.0
Yes,23.3,85.0
Yes,21.0,28.0
No,31.3,32.0
No,30.6,28.0
No,20.4,65.0
No,18.3,49.0
No,33.5,53.0
No,16.1,79.0
No,32.1,24.0
No,20.3,33.0
No,28.4,52.0
No,33.8,27.0
No,29.1,25.0
No,28.4,40.0
No,24.2,61.0
Yes,28.2,78.0
Yes,26.4,72.0
No,22.5,62.0
Yes,15.8,73.0
No,21.2,34.0
Yes,11.0,71.0
No,26.6,62.0
Yes,23.6,47.0
Yes,21.2,74.0
No,24.6,51.0
No,35.2,10.0
No,14.4,73.0
No,24.2,27.0
No,31.5,22.0
Yes,37.7,12.0
Yes,22.4,49.0
Yes,30.7,63.0
No,24.1,73.0
No,36.3,20.0
No,18.9,89.0
No,15.4,60.0
No,22.0,25.0
Yes,12.3,89.0
Yes,20.9,82.0
No,23.4,35.0
Yes,12.3,82.0
No,18.8,46.0
Yes,22.4,35.0
No,21.6,65.0
No,14.7,66.0
No,15.7,35.0
No,23.4,42.0
No,24.2,61.0
Yes,30.0,36.0
No,16.8,64.0
No,20.4,40.0
No,24.0,41.0
No,29.7,29.0
Yes,19.4,50.0
No,27.8,57.0
No,14.4,67.0
No,21.9,60.0
No,19.4,52.0
Yes,18.6,94.0
No,21.8,34.0
No,25.9,29.0
No,14.6,74.0
Yes,18.8,54.0
No,21.0,65.0
Yes,21.5,47.0
Yes,26.6,51.0
No,15.0,54.0
No,40.6,11.0
No,32.3,33.0
No,32.6,19.0
No,24.3,75.0
No,32.7,15.0
No,23.9,53.0
Yes,15.3,67.0
No,23.0,31.0
Yes,21.1,58.0
No,20.6,46.0
No,14.4,43.0
Yes,21.9,63.0
No,25.1,44.0
Yes,28.5,91.0
Yes,26.4,70.0
No,14.5,67.0
No,22.2,35.0
No,18.8,57.0
No,25.7,22.0
No,27.9,63.0
No,16.2,73.0
No,29.8,24.0
No,24.4,34.0
No,28.8,25.0
No,30.2,55.0
No,14.9,58.0
No,26.5,62.0
Yes,19.0,68.0
Yes,32.6,58.0
No,14.3,46.0
No,12.8,60.0
No,25.1,82.0
No,14.9,66.0
No,19.5,57.0
Yes,29.0,74.0
Yes,20.2,92.0
No,26.0,46.0
No,15.8,65.0
Yes,29.9,54.0
No,23.2,44.0
No,18.3,72.0
No,24.5,59.0
No,29.1,56.0
No,32.5,38.0
Yes,23.5,91.0
No,40.1,16.0
No,24.0,62.0
No,22.7,19.0
No,26.9,27.0
No,25.2,76.0
Yes,28.1,55.0
No,20.4,72.0
No,22.2,58.0
No,17.9,42.0
No,29.2,72.0
Yes,34.4,53.0
No,31.8,57.0
No,21.7,47.0
No,24.7,69.0
No,29.4,25.0
No,25.0,68.0
No,24.9,60.0
Yes,11.8,83.0
Yes,27.7,86.0
No,19.2,72.0
Yes,27.5,20.0
No,14.6,64.0
Yes,28.4,76.0
No,25.8,63.0
No,24.4,81.0
Yes,21.8,90.0
No,45.2,12.0
No,38.6,22.0
No,14.4,48.0
No,33.9,31.0
No,18.5,49.0
No,14.5,50.0
No,23.0,50.0
No,22.3,58.0
No,29.8,66.0
No,28.8,21.0
No,12.9,55.0
Yes,20.5,68.0
No,21.0,34.0
No,24.0,41.0
No,31.3,10.0
No,30.0,73.0
Yes,23.3,80.0
No,39.4,15.0
No,23.8,33.0
No,32.7,30.0
No,17.3,31.0
No,30.6,65.0
No,20.8,46.0
No,12.3,62.0
No,13.4,69.0
No,29.5,52.0
Yes,14.1,87.0
Yes,19.0,88.0
Yes,14.6,48.0
No,22.1,43.0
No,14.7,25.0
No,25.0,22.0
Yes,20.1,75.0
No,20.3,63.0
No,18.5,46.0
No,20.4,53.0
Yes,18.1,92.0
Yes,14.5,52.0
No,26.3,61.0
No,16.6,43.0
No,18.6,82.0
No,30.8,12.0
No,38.7,2.0
No,16.4,77.0
No,19.6,38.0
No,13.5,49.0
No,19.3,46.0
Yes,32.5,55.0
No,21.8,25.0
No,18.6,33.0
No,34.7,28.0
No,15.5,53.0
No,21.4,35.0
No,31.3,47.0
No,29.3,44.0
Yes,12.8,70.0
No,26.0,47.0
No,20.8,17.0
Yes,19.2,92.0
No,22.2,58.0
Yes,16.3,51.0
No,12.9,53.0
No,29.6,38.0
Yes,18.1,64.0
Yes,21.0,58.0
No,21.3,52.0
No,23.2,32.0
No,26.2,44.0
No,15.0,47.0
Yes,29.5,40.0
No,23.7,70.0
No,29.1,42.0
No,37.9,17.0
Yes,12.9,44.0
No,29.3,39.0
Yes,34.2,49.0
No,35.3,21.0
No,14.5,72.0
No,29.2,52.0
Yes,20.1,72.0
No,18.4,32.0
No,26.6,41.0
Yes,29.1,73.0
No,25.1,18.0
Yes,16.2,76.0
No,33.8,13.0
No,23.1,63.0
Yes,21.5,55.0
No,22.7,83.0
No,33.6,24.0
No,22.2,66.0
No,24.9,58.0
No,17.4,48.0
No,22.8,70.0
No,34.8,42.0
Yes,19.9,61.0
No,13.7,76.0
Yes,30.0,85.0
No,17.2,49.0
No,29.3,22.0
No,16.3,42.0
No,31.6,70.0
No,23.8,72.0
No,25.1,25.0
No,23.8,82.0
No,17.0,82.0
No,27.4,35.0
No,17.7,45.0
Yes,13.3,86.0
No,13.9,50.0
No,22.4,51.0
No,31.3,15.0
No,26.6,36.0
No,19.7,42.0
No,24.6,36.0
No,26.2,71.0
No,17.3,60.0
No,28.5,31.0
No,19.0,38.0
No,26.9,60.0
No,12.3,78.0
No,29.0,45.0
No,23.8,21.0
No,25.3,36.0
No,22.3,57.0
No,12.9,73.0
Yes,10.1,98.0
No,26.0,51.0
No,18.1,46.0
No,23.3,51.0
No,12.9,64.0
No,21.3,59.0
Yes,30.0,67.0
No,20.9,38.0
No,30.2,18.0
Yes,12.1,78.0
No,26.0,43.0
Yes,8.8,78.0
Yes,23.5,57.0
No,33.0,45.0
No,14.2,50.0
Yes,26.4,27.0
No,16.1,52.0
No,31.4,58.0
No,11.3,75.0
No,26.1,25.0
No,20.7,72.0
No,23.1,50.0
Yes,29.8,89.0
Yes,17.3,64.0
No,19.3,52.0
Yes,21.3,78.0
No,23.5,40.0
No,22.0,53.0
No,30.1,51.0
No,13.5,63.0
Yes,14.7,46.0
No,16.3,71.0
No,34.2,24.0
No,22.2,73.0
Yes,11.5,84.0
No,22.3,75.0
No,14.6,74.0
No,21.5,38.0
No,18.9,50.0
No,8.9,65.0
No,16.1,69.0
No,32.8,36.0
No,19.9,43.0
No,35.9,24.0
No,32.8,21.0
Yes,15.0,89.0
No,11.3,83.0
No,26.1,27.0
No,24.5,79.0
Yes,22.4,75.0
No,16.7,76.0
No,20.5,60.0
No,31.3,34.0
No,31.2,54.0
No,17.9,48.0
No,39.1,15.0
No,20.1,69.0
No,16.8,43.0
No,34.6,40.0
No,21.7,66.0
No,15.8,44.0
No,25.3,52.0
No,17.3,71.0
No,16.8,52.0
Yes,22.0,68.0
No,14.1,60.0
No,13.7,75.0
No,27.0,46.0
No,18.9,69.0
No,32.6,72.0
No,22.6,74.0
No,22.9,76.0
Yes,19.0,89.0
No,23.2,23.0
No,21.0,66.0
No,29.6,34.0
No,17.1,52.0
No,25.9,10.0
No,28.6,61.0
No,33.5,53.0
Yes,23.9,88.0
Yes,11.9,60.0
No,21.8,41.0
No,24.8,59.0
Yes,30.9,63.0
No,35.5,93.0
No,16.0,81.0
No,17.4,64.0
No,24.6,27.0
No,18.4,38.0
No,29.9,21.0
No,39.2,12.0
No,40.4,22.0
No,34.4,66.0
No,37.5,27.0
No,32.1,11.0
Yes,18.8,62.0
No,25.3,35.0
No,18.7,42.0
No,14.6,30.0
No,34.9,34.0
No,20.2,34.0
No,33.6,63.0
No,35.7,16.0
No,19.0,63.0
No,23.2,30.0
Yes,17.5,59.0
No,22.5,51.0
No,30.3,25.0
No,18.1,48.0
No,18.7,36.0
Yes,19.1,51.0
Yes,29.1,51.0
No,22.6,19.0
No,21.3,44.0
No,12.5,57.0
No,13.5,81.0
No,33.7,55.0
No,28.1,44.0
No,26.0,39.0
No,26.0,26.0
No,18.7,43.0
No,17.2,47.0
No,21.7,32.0
No,16.5,50.0
No,21.3,50.0
No,23.9,59.0
No,18.2,50.0
Yes,25.2,33.0
Yes,19.3,37.0
Yes,20.9,71.0
Yes,15.4,83.0
No,23.3,30.0
Yes,14.7,41.0
No,14.6,66.0
No,29.1,57.0
No,20.8,49.0
Yes,24.4,84.0
No,27.8,29.0
No,32.1,52.0
No,17.5,44.0
Yes,19.5,90.0
No,29.7,27.0
No,29.6,34.0
Yes,27.7,80.0
No,12.4,88.0
No,12.1,57.0
No,22.8,38.0
No,24.0,66.0
No,23.2,43.0
No,17.6,67.0
Yes,27.8,64.0
No,33.2,10.0
No,30.4,16.0
Yes,9.9,86.0
No,24.8,34.0
Yes,29.1,30.0
No,15.3,69.0
No,30.2,28.0
No,15.8,50.0
No,23.4,62.0
No,14.2,86.0
Yes,17.7,83.0
No,12.3,74.0
No,18.3,61.0
No,35.8,23.0
No,27.8,72.0
No,15.6,64.0
No,34.2,41.0
No,29.3,38.0
No,23.8,70.0
No,21.4,81.0
No,17.7,57.0
No,19.4,43.0
No,21.8,74.0
No,30.6,32.0
No,23.7,16.0
No,30.6,34.0
Yes,30.6,62.0
No,15.3,46.0
No,24.6,39.0
No,19.5,49.0
No,17.6,55.0
No,32.1,62.0
No,20.6,35.0
No,31.8,26.0
No,18.4,39.0
Yes,25.5,81.0
No,27.0,28.0
Yes,31.0,43.0
No,32.2,24.0
No,22.2,29.0
No,31.4,18.0
Yes,11.7,70.0
No,19.4,52.0
No,23.9,46.0
No,38.8,17.0
Yes,23.6,40.0
No,27.8,61.0
No,40.6,13.0
No,31.5,48.0
No,35.2,4.0
No,18.8,44.0
No,26.8,45.0
No,29.2,75.0
No,15.9,65.0
No,27.3,22.0
No,19.6,43.0
No,26.9,48.0
No,23.7,58.0
No,28.5,28.0
No,24.1,26.0
No,34.7,25.0
No,22.7,41.0
Yes,23.2,73.0
Yes,12.8,69.0
No,18.8,47.0
No,20.3,40.0
Yes,12.2,70.0
No,25.3,24.0
No,30.3,52.0
No,15.0,47.0
No,18.6,60.0
No,36.4,9.0
No,17.4,63.0
Yes,24.8,61.0
Yes,20.5,63.0
